969.44	7168.8952
782.29	7200.0454
766.84	7202.5166
739.11	7206.9804
702.99	7212.6896
668.85	7218.0542
591.67	7229.9386
568.13	7233.5365
352.38	7265.1724
10.41	7311.7159
