1	91.5084150493	6226.3697
1	107.749364814	6224.5272
1	182.549436143	6215.9383
1	257.003346812	6207.22
1	288.347653743	6203.4925
1	308.340668374	6201.1002
1	332.24447868	6198.2227
1	384.177918028	6191.9053
1	414.899263342	6188.1251
1	459.157157145	6182.6217
1	474.442229595	6180.705
1	492.487105934	6178.4315
1	534.470594244	6173.0964
1	540.867887092	6172.2778
1	557.614229734	6169.822
1	601.267946733	6164.479
1	671.351944134	6155.238
1	695.7556278	6151.992
1	744.227354047	6145.4411
1	793.813966502	6138.6465
1	874.157135282	6127.416
1	961.277011857	6114.923
