1	52.8672945637	6052.7229
1	86.4957191589	6049.051
1	106.142161122	6046.897
1	139.134752618	6043.2233
1	188.423546462	6037.6975
1	237.458063556	6032.1274
1	252.14199419	6030.445
1	297.978349682	6025.15
1	333.20197512	6021.0357
1	395.355062581	6013.6777
1	424.688570078	6010.1606
1	450.249007615	6007.0722
1	516.206614754	5998.9987
1	555.399584921	5994.1287
1	580.290453118	5991.0071
1	609.605214995	5987.3016
1	652.011877897	5981.8846
1	704.654770083	5975.0648
1	715.359275589	5973.6649
1	731.134103417	5971.6
