15	6145.4411	1187.3
15	6164.4796	1697.3
15	6169.8221	1843.3
15	6172.2778	1910.7
16	6037.6975	89.1
16	6049.0510	376.9
16	6059.3725	680.4
16	6073.1036	1002.4
16	6088.0305	1417.2
16	6105.6351	1883.3
17	5973.6649	77.1
17	5975.0648	112.7
17	5989.0447	472.1
17	5994.1287	604.6
17	6030.4450	1579.3
17	6032.1274	1626.0
17	6037.6975	1780.5
17	6043.2233	1935.4
18	5912.0853	93.9
18	5928.8130	529.0
18	5973.6649	1748.2
18	5975.0648	1787.8
19	5860.3103	333.9
19	5905.5707	1564.0
19	5912.0853	1748.3
20	5792.4304	120.6
20	5800.8297	342.7
20	5804.1412	430.8
20	5815.4219	734.4
20	5832.3705	1200.2
20	5860.3103	1995.3
21	5739.5196	269.7
21	5753.0265	634.5
21	5763.5290	923.1
21	5789.6451	1661.1
21	5800.8297	1986.6
22	5700.9176	784.4
22	5707.1033	957.0
22	5725.3885	1476.6
22	5739.5196	1888.8
23	5639.7461	652.4
23	5648.9910	911.6
23	5665.1799	1374.4
24	5579.3583	509.7
24	5604.5154	1225.0
24	5615.3195	1541.0
25	5514.8731	221.7
25	5539.2618	910.5
25	5571.1913	1853.0
26	5492.6435	1104.4
26	5509.9938	1621.2
27	5417.4858	439.6
27	5451.6520	1442.8
28	5394.7608	1277.3
28	5417.4853	1976.5
29	5312.0018	317.4
29	5343.5812	1254.0
30	5258.3602	187.9
30	5266.7103	431.5
31	5231.1597	813.7
31	5247.6547	1319.7
32	5158.6041	66.0
32	5199.1637	1294.9
33	5115.0448	152.6
33	5145.3083	1074.4
33	5162.2846	1612.6
34	5067.9737	110.9
34	5100.6211	1113.8
34	5115.0448	1575.4
35	5028.6556	278.3
35	5047.0434	847.1
36	5009.334	1056.0
37	4972.1597	1263.5
37	4985.3725	1700.7
38	4904.7516	471.9
38	4939.6422	1607.5
39	4865.4775	556.6
39	4889.0422	1524.1
40	4840.8492	1099.6
41	4778.2940	381.8
41	4789.3868	742.5
42	4735.9058	298.7
42	4752.4141	840.0
42	4778.2940	1722.1
43	4702.3161	480.5
43	4732.0532	1485.7
44	4657.9012	287.1
44	4673.6609	811.5
45	4637.2328	865.1
46	4579.3495	173.7
46	4589.8978	526.4
46	4598.7627	828.1
47	4564.4054	912.6
48	4510.7332	311.7
48	4545.9156	1544.5
49	4474.7594	295.9
49	4486.8973	714.9
49	4502.9268	1283.3
50	4448.8792	611.0
50	4458.0015	932.9
51	4400.9863	144.6
51	4433.8380	1309.8
52	4379.6668	584.0
52	4400.0968	1323.2
53	4352.2049	798.5
53	4371.3290	1503.4
54	4300.1008	114.9
54	4300.6495	133.9
54	4332.0297	1270.5
55	4300.1008	1294.7
55	4300.6495	1315.4
55	4282.0413	626.5
56	4257.4963	899.8
56	4272.1689	1453.3
57	4222.6373	775.7
57	4235.4636	1258.9
58	4208.8907	1435.2
59	4164.1795	896.6
59	4170.5333	1139.1
60	4134.0681	899.0
60	4158.5905	1861.4
61	4100.3414	746.1
61	4108.4198	1057.1
62	4079.5738	1076.6
62	4094.7470	1680.6
63	4042.8937	774.0
63	4044.4179	833.1
64	4012.4952	698.7
64	4030.8424	1426.1
64	4044.4179	1984.1
65	3979.3559	501.3
66	3950.3951	449.9
66	3967.3921	1122.2
66	3979.3559	1611.4
67	3948.9789	1489.1
67	3950.3951	1547.9
68	3916.4176	1367.9
68	3928.6233	1770.4
69	3868.5284	400.8
69	3873.8224	611.2
70	3868.5284	1471.9
70	3850.5813	729.8
71	3839.6953	1350.1
71	3830.7736	977.4
72	3809.4561	1153.8
73	3766.1186	404.0
73	3771.3708	618.4
74	3765.2700	1408.2
74	3766.1186	1444.8	
75	3729.3087	921.8
75	3729.3087	1982.6
