1	143	8620.4602	ArI
1	521	8665.4855	ThI
1	633	8678.4083	ArI
1	901	8709.2341	ThI
1	1106	8732.4240	ThI
1	1246	8748.0309	ThI
1	1338	8758.2434	ThI
1	1369	8761.6862	ArI
1	1415	8766.7450	ThI
1	1462	8771.8602	ArII
1	1496	8775.5733	ThI
1	1714	8799.0875	ArI
