1	525	4052.9208	ArII
1	718	4063.4071	ThI
1	944	4075.5030	ThI
1	1021	4079.5738	ArII
1	1042	4080.7058	ThI
1	1074	4082.3872	ArII
1	1095	4083.4688	ThI
1	1154	4086.5205	ThII
1	1312	4094.7470	ThII
1	1371	4097.7478	ThI
1	1421	4100.3414	ThI
1	1491	4103.9121	ArII
1	1666	4112.7545	ThI
