1	185	6674.6969	ThI
1	212	6677.2817	ArI
1	288	6684.2929	ArI	
1	673	6719.1995	ThI
1	765	6727.4583	ThI
1	1053	6752.8335	ArI
1	1213	6766.6117	ArI
1	1349	6778.3123	ThI
2	1370	6780.1252	1374	6780.4131	ThI	ThI
1	1473	6788.8403	ThI
1	1502	6791.2351	ThI
